    71 0.0200824303078186     0.015224     0.081445     0.017679     0.107784
    72 0.0200371771038679     0.015179     0.081341     0.017613     0.107789
    73 0.0193966442944072     0.014408     0.080760     0.018284     0.109189
    74 0.0189634302575658     0.014217     0.078037     0.018677     0.108203
    75 0.0186624035462101     0.013862     0.077703     0.018857     0.109341
    76 0.0186215180386100     0.013840     0.077470     0.018951     0.109198
    77 0.0186054370394398     0.013817     0.077480     0.018955     0.109252
    78 0.0185238535285066     0.013799     0.076846     0.018831     0.108222
    79 0.0185114733261506     0.013792     0.076780     0.018838     0.108049
    80 0.0185114733261506     0.013792     0.076780     0.018838     0.108049
    81 0.0184997955421469     0.013790     0.076685     0.018860     0.107874
    82 0.0184109360669921     0.013746     0.076160     0.019229     0.106420
    83 0.0183289313295816     0.013705     0.075678     0.019227     0.104963
    84 0.0183015747049378     0.013704     0.075431     0.019250     0.104277
    85 0.0181105220199363     0.013559     0.074651     0.019173     0.100613
    86 0.0177354209854355     0.013220     0.073511     0.018442     0.094613
    87 0.0175608967165838     0.013034     0.073174     0.018104     0.091849
    88 0.0174741020258593     0.012904     0.073265     0.018294     0.090717
    89 0.0174613637118246     0.012878     0.073321     0.018293     0.090657
    90 0.0173389288735613     0.012674     0.073576     0.018153     0.089715
    91 0.0172818206061934     0.012567     0.073767     0.018345     0.089057
    92 0.0172538403008764     0.012503     0.073932     0.018432     0.088850
    93 0.0172258568374344     0.012491     0.073757     0.018256     0.088521
    94 0.0172213500426058     0.012491     0.073715     0.018262     0.088422
    95 0.0171922565368998     0.012464     0.073634     0.018337     0.088030
    96 0.0170055062588346     0.012308     0.072962     0.017978     0.086072
    97 0.0169170568248314     0.012242     0.072595     0.017763     0.085010
    98 0.0167731788347206     0.012092     0.072277     0.017938     0.083462
    99 0.0167539216421376     0.012066     0.072273     0.017958     0.083360
   100 0.0166561671713003     0.011962     0.072069     0.017640     0.082821

ERROR ECNT CALLS =    514
ERROR FCNT CALLS =    306
TOT. RESI. ERROR =  0.000277  7.525728 -7.525450 (final,initial,difference)


 job times: real= 2.08   user= 31.25   sys= 0.48   total CPU= 31.74 (sec)

Stand. dev. ENE           0.762006                   343
Train error ENE FRC TOT   0.011962  0.072069  0.010121    309    798
Test  error ENE FRC TOT   0.017640  0.082821  0.012707     34     93
